Anchor,Shape Match,Texture Match,Shape Dot,Shape Cos,Texture Dot,Texture Cos,Shape Dot Closer,Shape Cos Closer,Texture Dot Closer,Texture Cos Closer
cat4-truck3,cat4-oven1,cat3-truck3,0.0005359618,0.5022077560424805,0.00060865015,0.4504607319831848,0,1,1,0
cat4-truck3,cat4-oven1,cat2-truck3,0.0005359618,0.5022077560424805,0.00064595696,0.4110705256462097,0,1,1,0
cat4-truck3,cat4-oven1,car6-truck3,0.0005359618,0.5022077560424805,0.00061578426,0.5640523433685303,0,0,1,1
cat4-truck3,cat4-oven1,car9-truck3,0.0005359618,0.5022077560424805,0.00066413253,0.4239305853843689,0,1,1,0
cat4-truck3,cat4-oven1,car5-truck3,0.0005359618,0.5022077560424805,0.0006346242,0.3903345465660095,0,1,1,0
cat4-truck3,cat4-oven1,car8-truck3,0.0005359618,0.5022077560424805,0.0006255725,0.5501263439655304,0,0,1,1
cat4-truck3,cat4-oven1,bear8-truck3,0.0005359618,0.5022077560424805,0.00058591063,0.5360922813415527,0,0,1,1
cat4-truck3,cat4-oven1,bear4-truck3,0.0005359618,0.5022077560424805,0.0008044769,0.2580609917640686,0,1,1,0
cat4-truck3,cat4-oven1,bear3-truck3,0.0005359618,0.5022077560424805,0.00054363394,0.5038305521011353,0,0,1,1
cat4-truck3,cat4-oven1,boat1-truck3,0.0005359618,0.5022077560424805,0.0007136094,0.34748661518096924,0,1,1,0
cat4-truck3,cat4-oven1,boat6-truck3,0.0005359618,0.5022077560424805,0.0009919278,0.17985522747039795,0,1,1,0
cat4-truck3,cat4-oven1,oven2-truck3,0.0005359618,0.5022077560424805,0.001348509,0.76633320748806,0,0,1,1
cat4-truck3,cat4-oven1,oven4-truck3,0.0005359618,0.5022077560424805,0.0005510064,0.5374497771263123,0,0,1,1
cat4-truck3,cat4-oven1,chair5-truck3,0.0005359618,0.5022077560424805,0.00067220983,0.4717400074005127,0,1,1,0
cat4-truck3,cat4-oven1,chair7-truck3,0.0005359618,0.5022077560424805,0.00057926506,0.4728759527206421,0,1,1,0
cat4-truck3,cat4-oven1,chair1-truck3,0.0005359618,0.5022077560424805,0.0007181262,0.5438700616359711,0,0,1,1
cat4-truck3,cat4-oven1,bird3-truck3,0.0005359618,0.5022077560424805,0.000680706,0.36533671617507935,0,1,1,0
cat4-truck3,cat4-oven1,airplane8-truck3,0.0005359618,0.5022077560424805,0.00064023735,0.4332684874534607,0,1,1,0
cat4-truck3,cat4-oven1,bicycle3-truck3,0.0005359618,0.5022077560424805,0.0007762015,0.689804881811142,0,0,1,1
